label,text
drama,"When a renegade Japanese gang known as the Katana take control of the cocaine trade in Los Angeles, the LAPD transfer in a Samurai Cop from the SDPD to help tackle the problem. Joe Marshall has been trained by the masters in Japan and speaks fluent Japanese, but dresses like a commoner.
An attempted bust meets with failure after a bizarre car chase leads to multiple deaths and the only witness burned and unable to testify. Katana boss Fuj Fujiyama orders the injured Katana member to be executed and his head displayed on a piano to remind all functioning Katana members of their code of silence. Joe and his partner Frank confront the Katana at the Carlos'n Charlie's restaurant on Sunset Boulevard and attempt to reprimand them into obeying the law. When that fails, Fujiyama's right-hand man Yamashita wages war in the parking lot, executing his own men who fail to subdue Joe and Frank, thus maintaining the code of silence.
Joe then stalks Fujiyama's girlfriend Jennifer and seduces her. They have sexual relations while several of his police comrades are tortured and killed by the Katana gang who are looking for him. Unable to contain his anger any longer, commanding officer Captain Rohmer sanctions an assassination of every single Katana gang member. Joe and Frank head to Fujiyama's compound and gun down every living person and a final sword battle between Joe and Yamashita ends the reign of terror. To celebrate, Joe and Jennifer once again have relations."
comedy,"Young-min works for a publishing company after his graduation upon a college, as dreaming of becoming a writer some day. He marries his college sweetheart, Mi-young, believing that their love would be everlasting.[1][2]"
drama,"Sir Michael Audley marries a younger woman. She throws her first husband down a well, is blackmailed by a gardener who knows her secret, and tries to burn him to death. But something goes wrong."
comedy,"William and his gang, ""The Outlaws"" investigate a haunted house."
drama,"The movie opens with shots from the Spanish Civil War, and a line of Spanish refugees crossing the border into France after defeat by the Francoists, Manuel Artiguez (Gregory Peck) turns away from the border and back towards Spain. His friends stop him, saying ""Manuel, the war is over!"".
The story returns twenty years later, to a young boy named Paco (Carlo Angeletti), who asks a man named Pedro (Paolo Stoppa) why Artiguez has stopped his guerrilla raids against the Francoists in Spain. Pedro sends Paco into France to find his uncle and Artiguez. When Paco finds Artiguez, he tells him he wants him to kill Viñolas (Anthony Quinn), a Guardia Civil officer, for killing his father. Paco lets Artiguez know that his father was killed because he wouldn't tell the police where to find Artiguez.
Meanwhile, Viñolas has learned that Artiguez's mother (Mildred Dunnock) is dying, and sets a trap at the hospital in San Martín to capture Artiguez, presuming that he will come to see his mother. In return for information about the layout of the hospital and surrounding area, Paco tells Artiguez to ""bump into Viñolas"" for him.
After Viñolas has laid his trap, Artiguez's mother dies (after asking a priest to warn her son not to come), but Viñolas sends a spy to convince Artiguez otherwise, and to come visit her. When the priest appears at Artiguez's house, he's gone, so the priest tells Paco to pass on the message that his mother is dead, and not to go to San Martín.
For selfish reasons, Paco rips up the letter and doesn't pass on the message. Afterwards, Paco recognizes the man (Carlos) in Artiguez's house as an informer, and tells Artiguez about the priest's message. Trying to clear up the mess, Artiguez takes Paco and Carlos to Lourdes to find the priest, but he's not there, and they let Carlos go. On the way back, however, they see the priest, and take him to Artiguez's house.
When Carlos returns for his rucksack, Artiguez asks the priest to come out. Carlos, knowing he is exposed, fights Artiguez and escapes.
After much internal debate, Artiguez then decides to go to San Martín anyway, presumably with the mission of killing Viñolas. Once in San Martín, Artiguez encounters a Francoist sniper on the roof of the hospital and attacks him, sending him to his death. Once inside the hospital, he kills a few officers, but is finally shot.
Soldiers and officers congratulate Viñolas on at last killing his enemy, but he asks one of his lieutenants, knowing his mother was already dead and a trap would be waiting for him, why did Artiguez come back?
The final shot is of the morgue, with the soldiers Artiguez killed and Artiguez himself (and his dead mother), wheeled in on gurneys and arranged in a row, dead."
drama,"Gabe Ryan (Frankie Thomas) is released from reform school and it taken to a new house by his sister Joy (Ann Sheridan) to start a new life where no one knows of his past. However, Gabe immediately joins a local gang, the Beale Street Termites, where he meets up with William Kroner (Bernard Nedell), a local gangster. William accuses him of starting a fire at one of his properties, and Alfred Martino (Eduardo Ciannelli), the actual arsonist, uses this opportunity to frame Gabe for any fire. He decides to torch one of his apartment complexes so that he can collect the insurance money. Unfortunately, one of the kids, Sleepy (Bernard Punsly) is killed in the fire.
Patrick Remson (Ronald Reagan), the Assistant District Attorney, tries to prove Gabe's innocence. His motives are not only to prove Gabe's innocence, but also to get closer to his sister. Joy has devoted her life to helping Gabe and neglects her other interests, which was rallying against city government corruption, which pleases Martino. However, it is all for naught as Gabe is found guilty and sentenced to prison.
The other boys, led by Billy (Billy Halop), decide to do something to help Gabe. Billy runs for ""boy mayor"" and wins. He has Kroner arrested for a small infraction and sends him to jail. While there, Billy and the rest of the gang interrogate him and try to make him admit that Gabe is innocent. He does not cave in, that is until he is shown proof that his accomplices, Martino and the fire chief, are planning to skip the country. He confesses and Martino and the chief are arrested and sent to prison."
comedy,"Murdoch Troon (Stanley Baxter) is a dour Scot living and working for a local government authority somewhere in south London. A shy young man, his main excitement comes from cycling. After he's forced off the road by an impatient car driver, he tracks down the owner, only to find that he is Commander Chingford (James Robertson Justice), the domineering and acerbic owner of a sportscar distributorship.
Chingford reluctantly pays for the damage to Troon's cycle, but more significantly, Troon meets Claire (Julie Christie), Chingford's beautiful blonde daughter. He is smitten with her and, after she tells him she loves sports cars and would love to have one but ""her great dictator"" (meaning her father) won't allow it, he is talked into buying a car to impress her by Troon's friend and fellow lodger, Freddie Fox (Leslie Phillips), a used car salesman and serial cad. Fox sees a chance to ingratiate himself with Chingford and also to sell Troon a car. The car is a 1927 vintage Bentley 4.5-litre engined Red Label Speed model, painted in British Racing Green and named The Fast Lady.
Troon has his first driving lesson in a less exciting car, an Austin A40 Farina, which proves to be a comedy of disasters with a nervous instructor (Eric Barker). Fox then makes a deal with Troon and offers to teach him, but the results are equally disastrous.
Unwilling to give up and determined to prove his love for Claire, Troon bets her father that he can drive the car. An experienced racing driver, Chingford is convinced that Troon has no hope of achieving this — and bets him that he cannot.
Troon takes Chingford for a drive in the Bentley and loses the bet. But the tables are turned when Chingford loses Troon's counter-bet that Chingford cannot drive back home in less than 30 minutes. He reluctantly allows Claire to go out with Troon in the car.
The day comes for Troon's driving test. Fox has set him up with a 'bent' examiner, but Troon draws the 'wrong' examiner. As the test comes to an end (and the examiner is almost certainly going to fail Troon), the car is commandeered by police to chase a Jaguar car driven by escaping bank robbers. The high speed chase takes them through town and country, across a golf course (leaving in its wake, a trail of disasters) and eventually the robbers are caught. Chingford so admires his driving skill that he allows the couple to get engaged.
The film features cameos and performances by many well-known comedy and character actors, including Dick Emery as a car salesman, Clive Dunn, Gerald Campion, Frankie Howerd, Bernard Cribbins, Bill Fraser, 'Monsewer' Eddie Gray and Fred Emney. A racing sequence also features brief appearances by drivers John Surtees and Graham Hill, along with Raymond Baxter and celebrated automotive journalist John Bolster.
Note: The 'Fast Lady', a 1927 Bentley 4.5-litre Red Label Speed model with Vanden Plas short chassis fabric body, registration number TU5987, still exists and was sold by a specialist dealer in 2010.[3]"
drama,"Anwar, a Muslim, lives a middle-class lifestyle in Lucknow, India, with his mother and sister Suraiya. Anwar is researching on ancient Hindu mandirs. The family rents out a room to a poor widow and her attractive daughter, Mehru, whom Anwar falls in love with.
Anwar is certain of Mehru's love for him, but she runs away with a Hindu guy, Udit (Anwar's Friend). Anwar reacts impulsively which results in death of Udit. Following which, Mehru commits suicide. A guilt-ridden Anwar takes shelter in an ancient Hindu temple in Dholpur carrying a bag, which contains drawings of mandirs and notes on Lord Krishna, Devi Meera, and Mehru. This bag ends up with the police, who now believe that Anwar is a terrorist who is planning to detonate bombs in sacred Hindu temples.
The place is surrounded by the police, politicians who are anxious to win the Hindu vote, the media, and a huge crowd who are here to see the show. Set against post 9/11 scenario, amidst the craze for Valentine's Day, Britney Spears, Osama Bin Laden, George W. Bush, and the American way of life, Anwar must now examine his options.
In the climax, Anwar gets shot by the cops and he dies immediately. While dying, he has a vision of himself as lord Krishna and his love Mehru as Meera, re-uniting with each other."
drama,"June R (Jyotika), an orphan, was born in the month of June, for which she was named. She works in an advertising agency. One day she happens to come across a middle-aged woman (Saritha) hurt badly in an accident. She admits her in hospital and tells the doctor that it is her mother Rajalakshmi in order to save her life from the regular hierarchical rules of the hospital. Coming to Rajalakshmi (named by June) who happens to be Mrs. Raniammal, a widowed woman who strives to bring up her only son Arun (Biju Menon) whereas Arun smitten by his wife's words for the wealth and money of his mother, plans to send her away from his home to an orphanage in order to settle with his wife in New York City. Deeply hurt, Raniammal finds solace in June's company, who also longs for a motherly love since childhood. June decides to take Rajalakshmi to her house and calls her mom. Both together (June and Rajalakshmi) cherish life who once were starved for love. later her son comes back again to take his mother back, Rajalakshmi realising her sons evil thoughts refuses to get back to him. later on Rajalakshmi's refusal he visits June and quarrels with her to give back his mother, June baffles with his sudden love for his mother. this implies an emotional entangle between the both meanwhile Rajalakshmi falls sick and June on seeing Raniammal's pathetic condition brings her brother (Ravikumar) whom she wanted to meet before she dies. On visiting Rajalakshmi's home town she unveils the mystery behind his sudden love for his mother. now entrant Amudha (Kushboo) a noted and leading lawyer aids June to get back her new mother legally, prostrating Arun's wicked thoughts in the law of court . at last the judgement favours June though June succeeds in her mission of getting back her mother, but fate has some storm in its store, June finds Rajalakshmi dead when she comes back. Now comes Raja (Suriya), a rich client of June's advertising agency falls in love with her who consoles her on this uncompensable loss and takes her along with him, just the way her mother Rajalakshmi wished."
drama,"As described in a film magazine,[1] very much in love with her husband, Charity Coe Cheever (Williams) discovers that her husband is in love with Zada L'Etoile (Breamer), a popular dancer, and so she divorces him. Jim Dyckman (Dexter), who has always loved Charity since their childhood days, after finding it impossible to win Charity had married film actress Kedzie Thropp (Hawley). When Jim is free but Charity is not, Jim is very disappointed, but both decide to make the best of it. During one of Jim's absences Kedzie meets the young British airman, the Marquis Of Strathdene (Hatten), and falls very much in love with him. Out for a ride one evening, Jim and Charity are forced during a storm to remain in a roadhouse. Here is Kedzie's chance, she sues for divorce and marries her English aviator. The start of the war puts Jim in the trenches in Europe and Charity in a convalescent hospital, they meet again and love finally wins."
comedy,"Tess McGill is an American working-class stockbroker's secretary from Staten Island with a bachelor's degree in Business from evening classes. She works in the mergers and acquisitions department of a Wall Street investment bank. Tess aspires to reach an executive position. Tricked by her boss into a date with his lascivious cocaine snorting colleague, she gets into trouble by publicly insulting him and is reassigned as secretary to a new financial executive, Katharine Parker. Seemingly supportive, Katharine encourages Tess to share ideas. Tess suggests that a client, Trask Industries, should invest in radio to gain a foothold in media. Katharine listens to the idea and says she'll pass it through some people. Later, she says the idea wasn't well received. But when Katharine breaks her leg skiing in Europe, she asks Tess to house-sit. While at Katharine's place, Tess discovers some meeting notes where Katharine plans to pass off the merger idea as her own. At home, Tess finds her boyfriend Mick Dugan in bed with another woman. Disillusioned, she returns to Katharine's apartment and begins her transformation.
Tess uses her boss's absence and connections, including her errant beau, executive Jack Trainer, to put forward her own idea for a merger deal. She sets up a meeting with Trainer, using her boss's name as an entrée. She wants to see Trainer the evening before the meeting at a party, which she will attend in a dress of Katharine's. Before the party, when Tess suffers a panic attack, her friend Cynthia gives her a valium from Katharine's bathroom. At the party, Tess unknowingly meets Jack, who is fascinated by her. They have a couple of drinks, and the combined effect of valium and alcohol lead to her waking next morning in Jack's bed. She leaves before he wakes and, entering the meeting, realizes Jack Trainer is the man she had spent the night with. She feels the pitch goes badly. Back at her desk, she is mortified about the night before, but Jack comes in and says they are happy with Tess's idea. Days later, Tess and Jack gatecrash Trask's daughter's wedding and pitch their plan. Trask is interested, and a meeting is set up. Later, Tess and Jack end up in bed together. Tess wants to explain her true situation but keeps quiet after learning Jack has been in a relationship with Katharine, which he says is all but over.
Katharine comes home on the day of the meeting with Trask. Tess overhears Katharine asking Jack to confirm his love for her, but he avoids answering and hurries out. Tess also rushes off, leaving her appointment book, which Katharine reads. The meeting goes well until Katharine storms in, accusing Tess, a mere secretary, of having stolen her idea. Tess protests but leaves, apologizing. Days later, Tess clears out her desk and then bumps into Jack, Katharine, and Trask in front of the lobby elevators. Tess confronts Katharine and starts to tell everyone her side of the story. Katharine tries to lead the group away, but Jack says he believes Tess. When Trask hears a convincing tidbit, he hops off the closing elevator, leaving Katharine still in the lift. Trask gets on another elevator with Jack and Tess, where Tess then gives her elevator pitch to Trask, telling him the roundabout way in which she came up with the idea for the merger. When they get to their office floor, Trask confronts Katharine, asking her how she came up with the idea. She stumbles and balks and can't really explain where the idea came from. Katharine is fired on the spot for her fraud, and Trask offers Tess an ""entry-level"" job with his company.
Tess starts her new job, armed with a lunchbox prepared by Jack. Directed to an office, she sees a woman on the phone, assumes she is her new boss, and seats herself in the typing pool. The woman identifies herself as Alice and reveals that she is, in fact, Tess’s secretary and that Tess is the new junior executive for whom she is working. Tess insists they work together as colleagues, showing she will be very different from Katharine. She then calls Cynthia from her office overlooking Manhattan to say she's landed her dream job."
drama,"Living in a luxurious mansion named Swarg, this is the story of Mr. Kumar or Sahabji (Rajesh Khanna) a rich businessman and his wife (Madhavi (actress)) sister Jyoti (Juhi Chawla), two brothers Vicky (Raja Bundela) and Ravi (Dilip Dhawan), and a sister-in-law (Neena Gupta). He also has a loyal servant, Krishna (Govinda). Sahabji has a clash of wits with Dhanraj (Paresh Rawal), a dishonest man who successfully schemes with Sahabji's two brothers and sets fire in Sahabji's factory, citing short circuit as the reason and takes over the luxurious mansion and vast business empire, leaving Sahabji virtually penniless, and devastated with the passing away of his wife. His brothers have now taken over the money, the mansion and his business. Krishna was scolded & slapped very painfully and was asked by sahabji to leave the mansion because he was charged with stealing Jyoti's necklace by Sahabji's brothers and sister-in-law. Later, he comes to know that Sahabji intentionally banished him so that he can do something better in life. Krishna moves to Mumbai and meets a man (Airport) and they become friends. He works hard, becomes a superstar and returns to find his Sahabji and teaches a good lesson to Dhanraj (sets fire in Dhanraj mills) and buys the mansion. He also teaches a nice lesson to Sahabji's cheater brothers by committing fraud in business with them (as they did not know that their partner was Krishna, because they never saw him). Later, Krishna buys Sahabji's former bungalow. He finds Sahabji and Jyoti in a pitiable condition. He brings them back to the bungalow. Sahabji's brothers realise their mistake. Krishna forgives them and brings them back to the bungalow. The brothers ask for forgiveness from Sahabji. At this point, Sahabji has from a heart attack. He forgives his brothers. He also approves Jyoti and Krishna's relationship and tells them to marry. Later, Sahabji dies, leaving his family."
comedy,"New York city girl Evie O'Connor works as a secretary for the Trojan Shirt Co. in Brooklyn. She has her mind set on finding a tall, strong man to marry - one that can wear a Trojan shirt with a 16 1/2 neck size.
She writes a short letter and puts it in a shirt that is to be sent to an army camp. The shirt eventually ends up on private Edgar ""Wolf"" Larsen, who has quite a reputation as a ladies' man. Wolf reads the letter aloud to his bunk mate John Phoneas McPherson, then throws it away. John picks it up again and gets interested in finding the woman behind the letter. Although John is not big and strong like Wolf, but short and small, he decides to pursue Evie by writing her back.
John and Evie become pen pals, but he sends her a picture of Wolf when she asks for a picture of him, since he is afraid she will lose interest if he admits to not being of the same size and dimension.
Some time later John's unit passes through New York, and he goes to see her, posing as his own friend Wolf. When he sees her he is smitten at the first glance. The two get along wonderfully, having a lot of the same interests, but he is afraid that if she discovers his deception she will hate him, so he continues to pretend being someone else. Wolf finds out about the correspondence between him and Evie, and makes a surprise visit at Evie's place when John is there. Wolf takes her in his arms and kisses her, pretending to be the one who wrote the letters. Evie is at first madly in love with him, but feels some chemistry missing that she felt when he wrote the letters. He explains to her that he can only be eloquent when writing, but not when speaking.
A commotion occurs as John tries to stop Evie and Wolf from being alone with each other, and at the same time fending off Evie's roommate Barney Lee, who is attracted to him. He eventually pretends to be drunk and forces Wolf and Evie apart.
Jealous, John strikes Wolf outside Evie's apartment and tells him to stay away from ""his"" girl. Wolf ignores John's command and meets Evie again in secret. John finds out about their meetings when Wolf answers her phone call.
John rushes to Evie's apartment building and starts a fire to smoke the couple out. In the ensuing commotion, Wolf trips and falls, hurting his head. Subsequently, when not in his right mind, Wolf asks Evie to marry him. She accepts, but the marriage is postponed, since the unit is shipped overseas the next morning. While away on his mission Wolf meets and marries a French girl, placing the burden on John of telling Evie about the deception.
Evie, not receiving any letters from John for several months and becoming worried, goes to visit John's family in New York. While there, she discovers by looking through a photo album that the man whose home she is visiting, and who wrote her the letters, is the short small one, and not the tall strong one. She is heartbroken, and back home she cries to her roommate that she never wants to see either man again. She also confesses to being confused as to which man she had really loved: the one who kissed her, or the one who wrote the letters.
Meantime John, who doesn't know that Evie knows, is trying to figure out how to break the news to her. Just released from the army hospital with a wounded leg, he decides to protect both Wolf's honor and Evie's faith by telling her that John is dead, and that he died loving her. He gives Evie the gift of his purple heart. Evie then realizes that all along it was this man who had loved her, and this man whom she had fallen in love with. She is delighted, and they unite in a kiss. [1]
The story is a spinoff of Cyrano de Bergerac, updated to a modern setting."
drama,"Scotland, 1751: At a stately manor near Edinburgh, the young David Balfour arrives with a sealed letter from his recently deceased father for Ebenezer, his uncle. It is meant to be delivered to a family lawyer to introduce David as the rightful heir to the property.
After slyly trying to kill his previously unknown nephew but failing, Ebenezer conspires with a sea captain, Hoseason, to take the boy hostage and sell him into slavery. A prisoner aboard ship, David soon meets Alan Breck, who, in need of rescue, now finds himself in danger of Hoseason stealing his gold and perhaps murdering him as well. David's quick intervention saves his life.
Washed up ashore after a storm, David is hidden by an innkeeper's daughter, Aileen, then begins a long and arduous journey home. With the help of Alan, he is able to coerce a confession about the kidnapping from his uncle that is overheard by the lawyer, who now knows David to be the proper heir. Hoseason, feeling betrayed, tries to kill Ebenezer in a sword fight, resulting in the deaths of both."
drama,"Racing driver, Mike Brannan, has a reputation for doing whatever it takes to win. Powerful nationwide columnist, Regina Forbes, decides to interview Mike just before a race, and becomes annoyed when he is rather brusque with her. Mike and popular competitor Joe Youghal fight for the lead. When a car they are about to lap crashes in front of them, Mike safely drives around it on the inside, forcing Joe to try to go outside. In her column the next day, Regina blames Mike for Joe's death and brings up a prior racing fatality involving him. As a result, he is barred by nervous racing circuit managers anxious to avoid bad publicity.
Mike has to sell his race car. He becomes a star stunt driver for Joie Chitwood, performing dangerous stunts at circuses for $100 a show. When Regina's assistant, Gregg, updates her about Mike, she shows unexpected interest. She goes to see how Mike is doing. He tells her he has earned enough money to buy a car of his own and enter the big leagues, where Regina has no influence. She provokes him into first slapping and then kissing her. She likes it, and they start seeing each other.
He is very successful on the racetrack, but their relationship is rocky. Finally comes the big race at Indianapolis Speedway. At a key moment, Mike drives cautiously rather than aggressively, but his car flips anyway. He is rushed to the hospital, where Regina lets him know that she is proud of him."
comedy,"During a post-graduation party of a college student obsessed with serial killers, the guests are murdered one by one."
drama,"Francis Phelan (Jack Nicholson) is a washed-up baseball player who deserted his family back in the 1910s when he accidentally dropped his son and killed him. It is assumed in the film that he was drunk at the time until he later claims he was just tired and doesn't understand why no one will believe in his story. Since then, Phelan has been a bum, punishing himself. Wandering into his hometown of Albany on Halloween in 1938, Phelan seeks out his lover and drinking companion, Helen Archer (Meryl Streep). The two meet up in a mission managed by Reverend Chester (James Gammon), and later in Oscar Reo's (Fred Gwynne) gin mill.
Over the next few days, Phelan takes a few minor jobs to support Helen, while haunted by visions of his past. Francis comes back to his old family house and tries to make peace with his wife Annie Phelan (Carroll Baker), his son Billy (Michael O'Keefe) and Peg (Diane Venora). Meanwhile, a group of local vigilantes take it upon themselves to drive the homeless out of Albany. During the course of the day, a series of events change Francis' life forever."
comedy,"When Carvel teenager and new tow truck-owner Andy Hardy is stopped by a policeman for driving without a license plate, a radio report implicates him in stealing the car he is towing.
At home, Andy finds it hard to be cheerful, even though his mother Emily, his father, Judge James K. Hardy, and his aunt Milly are celebrating his sister Marian's return from New York. Marian thinks that Carvel is too unsophisticated for her and is annoyed by her family's worries that she is dating Jeff Willis, a local young man who is considered a ""wolf.""
As the judge sits in his study, Andy comes in and tells him about the misunderstanding that led to the auto theft problem. The judge promises to sort things out if Andy will help him by befriending Melodie Nesbit, a teenager at the center of a custody battle between her mother Olivia and her father Roderick. Although Melodie is not as pretty or outgoing as Andy's other girl friends, he agrees to help by asking her to a dance.
Jeff arrives, announcing his presence on a loudspeaker set up in his car, and broadcasts his invitation to Marian to come with him to the Red Door Inn on the 19th. Andy tells her about the notorious inn and warns her not to get involved in a scandal.
On the night of the dance, Melodie is happy to be there, even though she knows that Andy has only asked her out because of his father. Andy has to bribe his friends to dance with her, but one boy, Harry Land, refuses the money because he has a secret crush on Melodie. After the dance, Melodie, who has a crush on Andy, asks his advice on how to appeal to boys.
The same night, Emily secretly orders a forty dollar cut-away coat for her husband out of her household account.
A few days later, Andy's friend Susie comes to distribute posters for a ""spinster skip"" dance, to which the girls are to invite the boys. Andy offers to drive Susie around town and is seen by Melodie, who immediately goes to the judge and asks him to say that he accepted her invitation for Andy to come to the dance.
At the same time, the postman arrives with Emily's COD coat and informs her that the amount due is $61.40. Emily is upset because the ad said nothing about extra charges and refuses to accept the package.
On the night of Marian's date with Jeff, she becomes annoyed when her family makes fun of her choice of a dress, which is really a fancy nightgown, and promises that she ""will show them.""
That night, a man from a collection agency comes to the house and demands that Emily pay the full amount of the coat or be taken to court and have her husband's salary attached.
Later, at the dance, Melodie impresses everyone with her new clothes and hairstyle, and now the boys are willing to pay Andy. Despite Melodie's charm, Andy later admits to her that he does not return her affection. When she quietly goes into her house, she overhears her parents having a vicious argument. Back at home, Andy feels terrible that he made Melodie cry, but is happy to hear that Polly Benedict, his old girlfriend, is coming home. Melodie then comes to the judge and says that she never wants to see either of her parents again and the judge lets her spend the night with his family.
Some time later, Andy, who volunteered to search for the long-overdue Marian, brings her home, towing Jeff's car, in which a drunken Jeff had a minor crash. After they bring the passed-out Jeff into the house, the judge explains to Andy how low man falls when he allows himself to reach this state. The next day, a sober Jeff comes to the door to apologize and say that he did hear the judge's words the previous night and has learned his lesson.
That afternoon, the judge meets with Melodie's parents, and after lecturing them about their behavior, asks Melodie in and convinces Olivia and Roderick to retract the horrible things they have said about each other and try to get along.
After the family leaves, a tearful Emily comes to her husband, remorseful over what has happened about the cut-away coat. The judge alleviates her fears by letting her know that he inadvertently found out about the agency and discovered that the entire mail-order business was run by confidence men who tricked unsuspecting customers into paying more than the advertised price for the suit.
That afternoon, Andy takes Harry to see Melodie, who has gotten over her crush on Andy and is more than willing to date the smitten Harry. She also convinces Andy to ask Polly to the football dance. As Andy leaves Melodie's house, Polly drives by with her cousin, who coincidentally is the man who mistakenly thought that Andy stole his car. With everything now fine, Andy drives home and tells his father, ""women are habit forming."""
comedy,"Carole Raymond (Francis) is a film star whose best years are behind her so she decides to buy in a real estate plan with Jeff Caldwell (Cavanagh), who's really running an illegitimate matrimonial service."
drama,"Jamal and Enayatullah are Afghan refugees in a camp in Peshawar, Pakistan. They travel to Quetta, and thence to Taftan on the Iranian border. They pay people smugglers to assist them over the border; on their first attempt they are stopped by Iranian police and returned to Pakistan, but their second attempt is successful. They travel to Tehran and then to Maku, in the Kurdish part of Iran, from where they cross a mountain range on foot to Turkey. In Istanbul they meet a group of other migrants, and they are taken to Italy inside a shipping container. The container is not ventilated, and most of the refugees, including Enayatullah, are suffocated to death. Jamal survives and lives in Italy for a time. He then steals a woman's purse and buys a rail ticket to Paris. From there, he goes to the Sangatte asylum seekers camp and with a new friend, Yusef, he crosses the English Channel by stowing away on a lorry. Finally, he arrives in London, where he calls his uncle to say he has arrived but that Enyatullah is ""not in this world"". The film ends with images of the Peshawar refugees."
drama,"An attractive woman everybody knows as ""Red"" runs a restaurant. Her boyfriend Jim Denko, who works at the Kostane steel plant, comes to the restaurant for dinner, but when Red gives his steak away to a customer, words are exchanged and the men get into a fight.
It turns out the newcomer is boarding with the McNamara family—in Red's own room, in fact—and Red remains unaware that he is Steve Kostane, nephew of the steel company's owner. Red feels guilty about the fight and buys him a new jacket to replace the one that's ripped.
Not until girlfriend Valerie phones to ask for Steve Kostane by name does Red realize who he really is. But when Jim picks her up for a date, Steve sidetracks them by offering Jim money for a guided tour of the plant.
Steve begins work there the next day, surprising Jim with his effort. He becomes better acquainted with Red and breaks up with Valerie, but is blamed for a costly mistake at the factory when others don't realize that Steve was actually aiding Red's dad Mac McNamara in an emergency.
Red isn't sure how she feels about Steve until her father has another health crisis at work. Steve saves his life, and Red knows this is the man for her."
comedy,"The grandmother of rude big man Recep İvedik (Şahan Gökbakar) wants him to find a job. He tries many, but is always fired soon. Finally he gets a job as ""half-boss"" in the company led by his cousin, after he points out that they inherited this company together from their grandfather. When Japanese business relations, to his cousin's regret, refuse to sign a contract, İvedik happens to wear a jacket of some organisation the Japanese are a member of, which makes them think he is the boss of that organisation; this and İvedik's pressure on them convinces them to sign the contract after all. This makes his cousin very satisfied about him.
İvedik's grandmother also wants him to get married. He tries to find a woman with the assistance of a young worker of the company, Ali Kerem (Çagri Büyüksayar). They do not succeed, but Kerem helps İvedik by disguising as a woman and accompanying him to his grandmother, where they pretend they are in love.
İvedik's grandmother dies. He inherits a chest which only contains a photograph of her making a ""fuck-you""-gesture."
comedy,"Years after his movie and sitcom career has run dry, Bruce Madsen is reduced to headlining one dingy comedy club after another, spending his nights in budget hotel rooms, and flying coach while his former fans sit in first class. He has only one question: What the hell happened? Amidst trying to revitalize his career, rekindle his love life, and put his daughter through college, Bruce knows one thing for sure - he must get off the road - hard. Road Hard is the story of that journey."
comedy,"Hochheta Ki is the story of a medical representative (chhaposha Bangalibabu) who falls in love with another woman four years into his marriage. That may not be a problem; the problem is the way he looks into the camera and starts telling the story of his life. The two girls are Gharwali (Paoli Dam) and Baharwali (Arunima Ghosh).
"
comedy,Henry Aldrich becomes the most sought after guy in town when he wins a date with a movie star.
